Age,PotentialParentAge,ChildrenAtAge,MarriedAtAge,IsMarried,Country_Germany,Country_India,Country_Romania,Country_United Kingdom,Country_United States,Country_Uruguay,SleepPattern_irregular,SleepPattern_regular,SleepHourAverage_5-6 hours,SleepHourAverage_7-8 hours,StressLevelRating_low,StressLevelRating_moderate,StressReductionActivityFrequency_never,StressReductionActivityFrequency_rarely,StressReductionActivityFrequency_sometimes,OutsideFoodFrequency_Once a year,OutsideFoodFrequency_once every month,OutsideFoodFrequency_once every week,DrasticWeightIncrease_Yes,PackagedFoodFrequency_frequently,PackagedFoodFrequency_rarely,PackagedFoodFrequency_sometimes,SmokeOrTobacco_Yes,Alcohol_every week,Alcohol_everyday,Alcohol_never,Alcohol_rarely,Recreational_Yes,LiveNearToxicity_Yes,StressOvercomeFastFood_Yes,PeriodSkipFrequency_never,PeriodSkipFrequency_sometimes,ContraceptiveIntake_Yes,Accuracy
0.6384471119240424,-0.6367270584007628,0.12649655946372704,0.36700057957292614,-26.09556717988657,0.0,0.0,0.0,0.0,0.0,0.0,-8.753914596828261,-7.530744832113353,-7.10095988359011,-16.264296731358964,7.519850163763487,0.0,19.64023955740744,6.450617032597694,24.127199499961375,-14.826387728112802,0.0,4.734264830763632,10.38111119720425,-5.329595209434475,2.809621897393399,0.0,0.0,14.105478369251076,0.0,-5.546388713280649,-6.137157361215657,0.0,-9.06892210132882,0.6216468606097395,-8.595514606425692,-1.2180152095163737,0.0,0.75
0.36011037338191565,-0.35943341119358724,0.05689786120531121,0.2784381007269056,-16.215304018535736,0.0,0.0,0.0,0.0,0.0,0.0,-4.724753684539975,-4.735240059862473,-3.979864629121027,-8.509979852865275,3.293701684941929,0.0,10.070797435064318,3.9953043678073463,13.165240613915206,-8.834504373674617,0.0,2.2902769352931287,6.026280988234022,-3.106420754319432,0.8350102710054756,0.0,0.0,9.084114101202019,0.0,-2.0707006431461714,-2.785457532640613,0.0,-6.203503395509017,0.23091746814296166,-4.491594304174427,-0.33145829034527086,0.0,0.75
0.2638318810769532,-0.2603952639053932,0.04362641490045617,0.20131178096820124,-11.752666485021118,0.0,0.0,0.0,0.0,0.0,0.0,-3.237434897443111,-3.5995362350383466,-3.0266339042223604,-6.175048772407891,1.92100601518923,0.0,7.228301426607399,3.2572131298856672,9.950755250793032,-6.70457148864857,0.0,1.639855801763674,4.527520081903923,-2.469869071314828,0.4370739399022366,0.0,0.0,6.750752507063911,0.0,-1.4999314201798088,-2.2634110735442996,0.0,-5.2340342362959795,0.0814231627061054,-3.442747556190957,0.0,0.0,0.75
0.20942349007745822,-0.20268096084641543,0.033865890670584854,0.14217029629457503,-8.683167678258648,0.0,0.0,0.0,0.0,0.0,0.0,-2.3920067834826813,-2.957866383582788,-2.456854657167273,-4.784748741702446,1.1228034892026884,0.0,5.6545515552959875,2.747602943418252,8.139436295752315,-5.250883681805115,0.001417529451260672,1.3155647426630952,3.6152360656058335,-2.0583924480369338,0.3372912336000428,0.0,0.0,5.246744615981793,0.0,-1.2245939012183513,-2.053357137869445,0.0,-4.5947785222294195,0.020886482622397114,-2.9988772907715986,0.0,0.0,0.75
0.17278366521932362,-0.16458265532365796,0.026600738952335213,0.08807815528860932,-6.168336829884673,0.0,0.0,0.0,0.0,0.0,0.0,-1.7769273761097337,-2.514153581795923,-2.058004798289206,-3.7990389180481694,0.49264256616980845,0.0,4.597990297175865,2.385883975940431,6.953149905418715,-4.095758591389721,0.07546909594174285,1.1562301317885428,2.967448277799733,-1.7591152279638904,0.34311022037121053,0.0,0.0,4.038587469717998,0.0,-1.1924354098043854,-2.0550808577293225,0.0,-4.112366261427798,0.027787195025203437,-2.7424481011791157,0.0,0.0,0.75
0.1487331270239175,-0.1367591494734561,0.02110866224676806,0.04319428881117319,-4.198581828745502,0.0,0.0,0.0,0.0,0.0,0.0,-1.3168544515525846,-2.208466267184089,-1.738110120391136,-3.0399092422219134,0.0,0.0,3.816493595753194,2.104588603868878,6.116154474485971,-3.312661631862928,0.025797402285162783,0.9368205835599365,2.4940807076509115,-1.528305314990176,0.3875797708066562,0.0,0.0,3.0967380699888754,0.0,-1.210384050416071,-2.1104319068638513,0.0,-3.748585791805951,0.0613958587953676,-2.567888617916696,0.0,0.0,0.75
0.13091118268439694,-0.11828377137321255,0.017289387892809528,0.010586348499025875,-2.753180667843958,0.0,0.0,0.0,0.0,0.0,0.0,-1.0636128855799378,-2.0028365477910897,-1.502280285147037,-2.6401771687253563,0.0,0.0,3.2652333989756217,1.9638850333581928,5.566637412137736,-2.6423282401262194,0.0,0.7832879509336863,2.1367635816051638,-1.3890635389086257,0.3941224380306157,0.0,0.0,2.5249942769036373,0.0,-1.2264862639331968,-2.0474321176692203,0.0,-3.3573265229551716,0.11363457245145529,-2.4017450278483574,0.0,0.0,0.7916666666666666
0.11975313352624485,-0.10669063155167398,0.012562268227368192,0.0,-2.0453550266439997,0.0,0.0,0.0,0.0,0.0,0.0,-0.8990249128380088,-1.894498402382902,-1.3307932490948138,-2.3384842267178727,0.0,0.0,2.7437155392690573,1.7646187760823109,5.05495029108173,-2.0735827147582495,0.0,0.6668045099958428,1.883164487048691,-1.2644534714203484,0.3633824571356795,0.0,0.0,2.220764610801022,0.0,-1.1124034418423314,-1.8661677053161978,0.0,-3.026958143191111,0.1457006666162028,-2.2319049212185638,0.0,0.0,0.6666666666666666
0.11238638646070524,-0.09736152479796634,0.008581072022168757,-0.005551790003359754,-1.5732392974238214,0.0,-0.06660690766442283,0.0,0.0,0.0,0.0,-0.7786312480560954,-1.828791773938178,-1.1769462364067007,-2.0788957806347805,0.0,0.0,2.264068020219254,1.5663541858249057,4.608051404183656,-1.582896531439093,0.0,0.5584269271452442,1.6841402531000602,-1.1431716540269785,0.33280621029801216,0.0,0.0,1.975309411935884,0.0,-0.9647148836242304,-1.657418180934756,0.0,-2.7379036929720892,0.1773983013520256,-2.0856345874303304,0.0,0.0,0.6666666666666666
0.10597698231408807,-0.08871951142950811,0.007092917178105039,-0.02170154084031381,-0.8797847485284251,0.0,-0.15409898673407782,0.0,0.0,0.0,0.0,-0.6642609088081141,-1.7648552068658125,-1.0242930087960989,-1.8428125800009678,0.0,0.0,1.8559077587847412,1.4238471400521686,4.270293099268166,-1.113363875397495,0.0,0.46738961307642235,1.5165380983255112,-1.0453653242109293,0.3216378060584417,0.0,0.0,1.6617337836198547,0.0,-0.9067401765133649,-1.5306999861161983,0.0,-2.477812098625596,0.21958084821404283,-1.9958759097817935,0.0,0.0,0.6666666666666666
